"","�..Movie.Name","Release.Date","Opening.Day","Opening.Weekend","End.of.Week.1","Lifetime..India.Only..Net.Collection.Crores.in.Release.Year.","�..imdbId","Column1","releaseYear","releaseDate","genre","writers","actors","directors","sequel","FirstWeekIMDBRating"
"257","Hello Hum Lallann Bol Rahe Hain","15-01-2010","N.A.","0","N.A.","0.03","tt1673391","#N/A",2010,"15-Jan-10","Comedy | Drama","Dilip Shukla","Rajpal Yadav | Preeti Mehra | Makarand Anaspure | Ketki Dave","Dilip Shukla","0",1
"258","Hello Zindagi","05-03-2010","N.A.","N.A.","N.A.","0.01","tt1625331","#N/A",2010,"05-Mar-10","Drama | Family","Vivek Gupta (dialogue) | Vivek Gupta (screenplay) | Raja Unnithan (story) | Raja Unnithan","Kitu Gidwani | Milind Gunaji | Neena Gupta | Mrunmayee Lagoo","Raja Unnithan","0",1
"259","Help","13-08-2010","N.A.","1.34","2.36","2.58","tt1663647","#N/A",2010,"13-Aug-10","Drama | Horror | Thriller","Viddesh Malandkar (dialogue) | Viddesh Malandkar (screenplay) | Manthan (lyrics) | Deepak Pawar (dialogue) | Deepak Pawar (screenplay)","Bobby Deol | Mugdha Godse | Shreyas Talpade | Sophie Handa","Rajeev Virani","0",1
"260","Heroes","24-Oct-08","2.09","6.78","10.38","12.63","tt1114725","#N/A",2008,"24-Oct-08","Action | Adventure | Comedy","Aseem Arora (story) | Samir Karnik (screenplay) | Aseem Arora (screenplay) | Samir Karnik (dialogue) | Aseem Arora (dialogue)","Sohail Khan | Vatsal Seth | Amrita Arora | Riya Sen","Samir Karnik","0",2
"261","Heroine","21-Sep-12","7.5","25","37.1","43.45","tt1949548","#N/A",2012,"21-Sep-12","Drama","Madhur Bhandarkar | Niranjan Iyengar | Anuradha Tiwari","Kareena Kapoor | Arjun Rampal | Randeep Hooda | Shahana Goswami","Madhur Bhandarkar","0",3
"262","Heropanti","23-May-14","6.63","21.33","35.91","52.92","tt3142232","#N/A",2014,"23-May-14","Action | Romance","Sanjeev Dutta","Tiger Shroff | Kriti Sanon | Parth Akerkar | Anuradha Chandan","Sabir Khan","0",6
"263","Heyy Babyy","24-Aug-07","4.77","15.17","0N.A","24.48","tt0806088","#N/A",2007,"24-Aug-07","Comedy | Drama","Sajid Khan (story) | Sajid Khan (screenplay) | Milap Zaveri (screenplay) | Renuka Kunzru (screenplay) | Milap Zaveri (dialogue)","Akshay Kumar | Vidya Balan | Fardeen Khan | Ritesh Deshmukh","Sajid Khan","0",6
"264","Highway","21-Feb-14","3.42","13.97","22.38","30.61","tt2980794","#N/A",2014,"21-Feb-14","Drama | Romance","Imtiaz Ali","Alia Bhatt | Randeep Hooda | Durgesh Kumar | Arjun Malhotra","Imtiaz Ali","0",3
"265","Himmatwala","29-Mar-13","12.1","31.1","0N.A","47.45","tt2344678","#N/A",2013,"29-Mar-13","Action | Comedy","K. Raghavendra Rao (original story) | Sajid Khan (story) | Sajid Khan (screenplay) | Farhad (screenplay) | Sajid (screenplay)","Ajay Devgn | Tamannaah Bhatia | Mahesh Manjrekar | Paresh Rawal","Sajid Khan","0",2
"266","Hisss","22-11-2010","N.A.","N.A.","N.A.","7.21","tt1244093","#N/A",2010,"22-Oct-10","Comedy | Drama | Horror","Jennifer Chambers Lynch | Gulfam Khan (dialogue)","Mallika Sherawat | Irrfan Khan | Jeff Doucette | Divya Dutta","Jennifer Chambers Lynch","0",1
"267","Horror Story","13-Sep-13","0.79","2.86","4.94","4.94","tt3177332","#N/A",2013,"02-May-14","Horror","Mohan Azaad | Vikram Bhatt | Sukhmani Sadana (dialogue writer)","Aparna Bajpai | Ravish Desai | Karan Kundra | Nandini Vaid","Ayush Raina","0",2
"268","Housefull","30-04-2010","10","29.8","52.3","75.62","tt1573072","#N/A",2010,"30-Apr-10","Comedy","Anvita Dutt Guptan (dialogues) | Sajid Khan (screenplay) | Sajid Nadiadwala (story) | Sameer (lyrics) | Vibha Singh (screenplay) | Milap Zaveri (screenplay)","Akshay Kumar | Arjun Rampal | Deepika Padukone | Lara Dutta","Sajid Khan","0",6
"269","Housefull 2","06-Apr-12","14","42.5","64","106","tt1980986","#N/A",2012,"05-Apr-12","Comedy | Romance","Farhad (dialogue) | Farhad (screenplay) | Tushar Hiranandani (screenplay) | Sajid Khan (screenplay) | Sajid Nadiadwala (story) | Sajid (dialogue) | Sajid (screenplay)","Akshay Kumar | Asin | John Abraham | Jacqueline Fernandez","Sajid Khan","1",7
"270","Hum Hai Raahi CAR Ke","24-May-13","0N.A","0.5","0.69","0.72","tt2100543","#N/A",2013,"24-May-13","Adventure | Romance","Jyotin Goel","Anupam Kher | Sanjay Dutt | Juhi Chawla | Rati Agnihotri","Jyotin Goel","0",1
"271","Hum Tum Aur Ghost","26-03-2010","0N.A","2.5","0N.A","5.09","tt1465493","#N/A",2010,"26-Mar-10","Comedy | Drama | Fantasy","Arshad Sayed (screenplay) | Soumik Sen (screenplay) | Arshad Warsi (screenplay) | Arshad Warsi (story)","Arshad Warsi | Dia Mirza | Boman Irani | Sandhya Mridul","Kabeer Kaushik","0",1
"272","Hum Tum Shabana","30-09-2011","N.A.","1.2","1.9","2.34","tt2034011","#N/A",2011,"30-Sep-11","Comedy | Crime | Drama","Sagar Ballary (additional screenplay) | Sharat Katariya (dialogue) | Farhajaan Sheikh (story)","Tusshar Kapoor | Shreyas Talpade | Minissha Lamba | Mantra","Sagar Ballary","0",1
"273","Hum Tumhare Hain Sanam","24-May-02","1.42","4.14","6.84","13.52","tt0222024","#N/A",2002,"24-May-02","Drama | Romance","K.S. Adiyaman | Arun Kumar (assistant dialogue) | Ashok Mehta (assistant dialogue) | Reema Rakesh Nath (dialogue)","Shah Rukh Khan | Madhuri Dixit | Salman Khan | Atul Agnihotri","K.S. Adiyaman","0",4
"274","Humpty Sharma Ki Dulhania","11-Jul-14","9.02","33.74","53.31","76.81","tt3678938","#N/A",2014,"11-Jul-14","Comedy | Drama | Romance","Shashank Khaitan","Varun Dhawan | Alia Bhatt | Sidharth Shukla | Ashutosh Rana","Shashank Khaitan","0",6
"275","Humraaz","05-Jul-02","1.55","4.48","7.7","16.59","tt0326576","#N/A",2002,"26-Jul-02","Action | Musical | Mystery","Shiraz Ahmed (dialogue) | Shiraz Ahmed (screenplay) | Shiraz Ahmed (story) | Shyam Goel (dialogue) | Shyam Goel (screenplay) | Shyam Goel (story)","Bobby Deol | Akshaye Khanna | Ameesha Patel | Johnny Lever","Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla","0",4
"276","Humshakals","20-Jun-14","12.5","40.13","56.35","63.72","tt3036740","#N/A",2014,"20-Jun-14","Comedy","Sajid Khan (story) | Robin Bhatt (screenplay) | Sajid Khan (screenplay) | Akarsh Khurana (screenplay) | Adhir Bhatt (additional dialogue)","Saif Ali Khan | Ritesh Deshmukh | Ram Kapoor | Bipasha Basu","Sajid Khan","0",2
"277","Hungama","01-08-2003","0.8","2.53","4.45","12.61","tt0371735","#N/A",2003,"01-Aug-03","Comedy | Drama | Romance","Priyadarshan (story) | Priyadarshan (screenplay) | Neeraj Vora (dialogue)","Akshaye Khanna | Aftab Shivdasani | Rimi Sen | Paresh Rawal","Priyadarshan","0",5
"278","I Am","29-04-2011","N.A.","N.A.","N.A.","0.41","tt1674068","#N/A",2011,"20-Apr-11","Documentary | Biography | Family","N/A","Sonali Gulati","Sonali Gulati","0",1
"279","I Am Singh","02-12-2011","N.A.","N.A.","0.35","0.37","tt1504687","#N/A",2011,"N/A","Action | Crime | Drama","Gary Castro Churchwell (additional dialogue) | Deepali Issar (story) | Puneet Issar (story) | Puneet Issar | Satyajit Puri (story)","Joseph Armillas | Anto Boghokian | Elissa Brentano | Gerald Brodin","Puneet Issar","0",1
"280","I Hate Luv Storys","02-07-2010","7","23","33.13","43.17","tt1667838","#N/A",2010,"02-Jul-10","Comedy | Drama | Romance","Vishal Dadlani (lyrics) | Kumaar (lyrics) | Punit Malhotra (story)","Imran Khan | Sonam Kapoor | Sammir Dattani | Samir Soni","Punit Malhotra","0",6
"281","Identity Card","29-Aug-14","N.A.","N.A.","0.01","0.02","tt2220828","#N/A",2014,"29-Aug-14","Comedy | Drama | Sci-Fi","Sanjay Amar","Tia Bajpai | Brijendra Kala | Prashaant Kumar | Vipin Sharma","Rahat Kazmi","0",1
"282","Idiot Box","19-03-2010","N.A.","N.A.","N.A.","0.03","tt1612761","#N/A",2010,"19-Mar-10","Comedy | Drama","Ajay Khamosh (dialogues) | Sunanda Mitra | Sameer (lyrics)","Sushant Singh | Hrishitaa Bhatt | Milind Gunaji | Upasna Singh","Sunanda Mitra","0",1
"283","Impatient Vivek","07-01-2011","N.A.","N.A.","N.A.","0.09","tt1948047","#N/A",2011,"07-Jan-11","Comedy | Drama | Romance","Rahat Kazmi (screenplay) | B.K. Tyagi (story)","Vivek Sudershan | Sayali Bhagat | Ronnaoq Ahuja | Chari Asopa","Rahat Kazmi","0",1
"284","Indian","26-Oct-01","1.8","5.16","9.08","24.22","tt0300028","#N/A",2001,"26-Oct-01","Action | Crime | Drama","Sanjay Masoom (dialogue)","Malaika Arora | Raj Babbar | Rana Jung Bahadur | Balwant Bansal","N. Maharajan","0",6
"285","Inkaar","18-Jan-13","1.75","6.35","9.5","9.5","tt2094854","#N/A",2013,"18-Jan-13","Drama | Romance","Sudhir Mishra","Arjun Rampal | Chitrangda Singh | Vipin Sharma | Mithun Rodwittiya","Sudhir Mishra","0",2
"286","Insan","14-01-2005","0.92","2.41","3.72","6.58","tt0438875","#N/A",2005,"14-Jan-05","Drama | War","Naeem-Ejaz (dialogue)","Akshay Kumar | Ajay Devgn | Tusshar Kapoor | Esha Deol","K. Subhash","0",1
"287","Iqbal","26-08-2005","0.13","0.52","0.98","3.86","tt0453729","#N/A",2005,"20-Jan-06","Drama","Nagesh Kukunoor","Naseeruddin Shah | Girish Karnad | Shreyas Talpade | Shweta Prasad","Nagesh Kukunoor","0",4
"288","Ishq Vishk","09-05-2003","0.58","1.8","3.19","7.74","tt0362771","#N/A",2003,"10-Apr-03","Comedy | Romance","Ken Ghosh (story) | Kiran Kotrial (dialogue) | Vinod Ranganathan (screenplay)","Shahid Kapoor | Amrita Rao | Shenaz Treasury | Vishal Malhotra","Ken Ghosh","0",4
"289","Ishqiya","29-01-2010","0N.A","9.33","13.22","28.55","tt1345777","#N/A",2010,"29-Jan-10","Comedy | Drama | Romance","Vishal Bhardwaj (screenplay) | Sabrina Dhawan (screenplay) | Abhishek Chaubey (screenplay) | Vishal Bhardwaj (dialogues)","Naseeruddin Shah | Vidya Balan | Arshad Warsi | Salman Shahid","Abhishek Chaubey","0",5
"290","Issaq","26-Jul-13","0.78","2.5","4","4","tt2215163","#N/A",2013,"26-Jul-13","Drama","Pawan Sony | Padmaja Thakore | Manish Tiwary","Malini Awasthi | Sandeep Bose | Amyra Dastur | Makrand Deshpande","Manish Tiwary","0",1
"291","Ittefaq","14-Sep-01","0.36","0.93","1.46","1.92","tt0297983","#N/A",2001,"14-Sep-01","Action | Drama | Thriller","Imtiaz Patel (screenplay) | Imtiaz Patel (story) | Yunus Sajawal (screenplay) | Yunus Sajawal (story) | Sameer (lyrics)","Sunil Shetty | Mukul Dev | Pooja Batra | Anupama Verma","Sanjay Khanna","0",1
"292","Jaane Kahan Se Aayi Hai","09-04-2010","0","2","3.22","4.57","tt1194232","#N/A",2010,"09-Apr-10","Comedy | Drama | Fantasy","Sameer (lyrics) | Milap Zaveri (story)","Priyanka Chopra | Akshay Kumar | Jacqueline Fernandez | Karan Johar","Milap Zaveri","0",1
"293","Jab Tak Hai Jaan","13-Nov-12","15.23","80.73","98.41","120.85","tt2176013","#N/A",2012,"13-Nov-12","Drama | Romance","Aditya Chopra (story) | Aditya Chopra (screenplay) | Devika Bhagat (screenplay)","Shah Rukh Khan | Katrina Kaif | Anushka Sharma | June Smith","Yash Chopra","0",6
"294","Jab We Met","26-Oct-07","1.75","6.82","11.8","31.06","tt1093370","#N/A",2007,"26-Oct-07","Comedy | Romance","Imtiaz Ali","Shahid Kapoor | Kareena Kapoor | Tarun Arora | Dara Singh","Imtiaz Ali","0",6
"295","Jackpot","13-Dec-13","1.25","3","4.97","5.23","tt3309662","#N/A",2013,"13-Dec-13","Comedy | Thriller","N/A","Naseeruddin Shah | Sunny Leone | Sachiin Joshi | Bharath Niwas","Kaizad Gustad","0",1
"296","Jai Ho","24-Jan-14","17.75","60.68","88.78","116","tt1188982","#N/A",2014,"24-Jan-14","Action | Drama","A.R. Murugadoss (story) | Dilip Shukla (screenplay)","Salman Khan | Tabu | Sunil Shetty | Genelia D'Souza","Sohail Khan","0",5
"297","Jail","06-11-2009","0N.A","0N.A","0N.A","7.69","tt1245774","#N/A",2009,"06-Nov-09","Drama","Madhur Bhandarkar (story) | Ajaykumar Garg (lyrics) | Sandeep Nath (lyrics) | Sharib (lyrics) | Raghuvir Shekhawat (dialogue) | Anuradha Tiwari (story) | Toshi (lyrics) | Turaz (lyrics) | Manoj Tyagi (story)","Neil Nitin Mukesh | Manoj Bajpayee | Arya Babbar | Mirza Ali Quli","Madhur Bhandarkar","0",2
"298","Janasheen","28-11-2003","1.37","3.87","6.19","9.79","tt0366630","#N/A",2003,"12-Sep-03","Musical | Action | Drama","Shiraz Ahmed (screenplay) | Feroz Khan | Kamlesh Pandey (dialogue) | Suparn Verma (screenplay) | Suparn Verma (story)","Feroz Khan | Fardeen Khan | Celina Jaitly | Pinky Harwani","Feroz Khan","0",2
"299","Janleva 555","19-Oct-12","0N.A","0N.A","0.05","0.1","tt2353824","#N/A",2012,"18-Oct-12","Musical | Romance | Thriller","Manoj Bhoj | Sundeep Malani (story) | Sundeep Malani","Shona Chabra | Raja Hasan | Akash Hora | Mann Hora","Sundeep Malani","0",1
"300","Jannat 2","04-May-12","8.52","24.03","35.55","42.5","tt2319889","#N/A",2012,"04-May-12","Crime | Drama | Thriller","Kapil Chopra | Sanjay Masoom (dialogue)","Mohammed Zeeshan Ayyub | Viren Basoya | Manish Chaudhary | Esha Gupta","Kunal Deshmukh","1",5
"301","Jeena Hai Toh Thok Daal","14-Sep-12","N.A.","N.A.","0.01","0.36","tt2294685","#N/A",2012,"14-Sep-12","Drama","Saurabh Choudhary (screenplay)","Ravi Kishan | Manish Vatsalya | Yashpal Sharma | Rahul Kumar","Manish Vatsalya","0",1
"302","Jeena Sirf Merre Liye","01-Nov-02","0.66","1.92","3.36","6.5","tt0337652","#N/A",2002,"20-Nov-02","Romance","Bolu Khan (story) | Aman Jaffery (story) | Aman Jaffery (dialogue) | Rumi Jaffery (screenplay) | Bolu Khan (dialogue)","Vijayendra Ghatge | Kareena Kapoor | Tusshar Kapoor | Kader Khan","Talat Jani","0",2
"303","Jhoom Barabar Jhoom","15-Jun-07","4.47","13.93","20.53","27.27","tt0833476","#N/A",2007,"15-Jun-07","Comedy | Drama | Musical","Habib Faisal (screenplay) | Anurag Kashyap (story)","Abhishek Bachchan | Preity Zinta | Bobby Deol | Lara Dutta","Shaad Ali","0",3
"304","Jigariyaa","10-Oct-14","0.02","0.07","0.16","0.16","tt4010306","#N/A",2014,"10-Oct-14","Drama","Vinod Bachchan | Apratim Khare | Raj Purohit","Deepak Chadha | Harshvardhan Deo | Sneha Deori | Vineeta Malik","Raj Purohit","0",1
"305","Jism","17-01-2003","0.67","1.91","3.37","8.14","tt0348843","#N/A",2003,"17-Jan-03","Drama | Romance | Thriller","Mahesh Bhatt | Niranjan Iyengar (dialogue)","Bipasha Basu | John Abraham | Gulshan Grover | Vinay Pathak","Amit Saxena","0",6
"306","Jo Bole So Nihaal","13-05-2005","1.6","4.32","6.7","8.22","tt0436451","#N/A",2005,"13-May-05","Action","Sanjay Chhel (dialogue writer)","Sunny Deol | Thomas Tevana | Gary Castro Churchwell | Kamaal Khan","Rahul Rawail","0",1
"307","Jo Hum Chahein","16-12-2011","N.A.","N.A.","0.23","0.23","tt2112978","#N/A",2011,"16-Dec-11","Drama | Romance","Pawan Gill | Rashmi Kulkarni (dialogue)","Sunny Gill | Simran Kaur Mundi | Alyy Khan | Achint Kaur","Pawan Gill","0",1
"308","Jodhaa Akbar","15-Feb-08","3.81","13.32","21.83","56.04","tt0449994","#N/A",2008,"15-Feb-08","Action | Adventure | Biography","Haidar Ali (story) | Haidar Ali (screenplay) | Ashutosh Gowariker (screenplay) | K.P. Saxena (dialogue)","Hrithik Roshan | Aishwarya Rai Bachchan | Sonu Sood | Poonam Sinha","Ashutosh Gowariker","0",5
"309","Jodi Breakers","24-Feb-12","1.5","6","8.5","9.43","tt2191721","#N/A",2012,"02-Mar-12","Comedy | Musical | Romance","Ashwini Chaudhary | Sanyukta Shaikh Chawla","Bipasha Basu | Helen | Pradeep Kharab | Madhavan","Ashwini Chaudhary","0",2
"310","Jodi No.1","13-Apr-01","1.15","3.41","6.57","18.9","tt0278522","#N/A",2001,"13-Apr-01","Comedy","Rumi Jaffery (dialogue) | Imtiaz Patel (screenplay) | Yunus Sajawal (screenplay)","Sanjay Dutt | Govinda | Twinkle Khanna | Monica Bedi","David Dhawan","0",6
"311","John Day","13-Sep-13","0.45","1.5","0N.A","1.59","tt2699840","#N/A",2013,"13-Sep-13","Drama","Kartik Krishnan (dialogue) | Ahishor Solomon","Naseeruddin Shah | Randeep Hooda | Taran Bajaj | Harsh Chhaya","Ahishor Solomon","0",1
"312","Johnny Gaddaar","28-Sep-07","0.54","1.87","2.83","4.05","tt1077248","#N/A",2007,"28-Sep-07","Crime | Drama | Thriller","Vinay Choudary (additional screenplay) | Sriram Raghavan","Dharmendra | Rimi Sen | Ashwini Khalsekar | Neil Nitin Mukesh","Sriram Raghavan","0",2
"313","Joker","31-Aug-12","5","15.75","21","22.51","tt1918886","#N/A",2012,"31-Aug-12","Comedy | Sci-Fi","Shirish Kunder (dialogue) | Shirish Kunder (screenplay) | Shirish Kunder (story)","Asrani | Avtar Gill | Gurpreet Guggi | Greg Heffernan","Shirish Kunder","0",1
"314","Jumbo","25-Dec-08","0.33","1.16","1.66","2.53","tt1334413","#N/A",2008,"25-Dec-08","Animation | Family","N/A","Akshay Kumar | Lara Dutta | Dimple Kapadia | Rajpal Yadav","Kompin Kemgumnird","0",1
"315","Jurm","18-02-2005","0.76","2.13","3.18","4.24","tt0445022","#N/A",2005,"10-Feb-05","Thriller","N/A","Bobby Deol | Lara Dutta | Milind Gunaji | Shakti Kapoor","Vikram Bhatt","0",1
"316","Kaal","29-04-2005","2.71","7.53","11.45","19.09","tt0415908","#N/A",2005,"29-Apr-05","Thriller | Adventure | Mystery","Soham Shah (dialogue) | Soham Shah (screenplay) | Soham Shah (story)","Ajay Devgn | Vivek Oberoi | John Abraham | Lara Dutta","Soham Shah","0",4
"317","Kaalo","17-12-2010","N.A.","N.A.","N.A.","0.6","tt1808221","#N/A",2010,"17-Dec-10","Action | Drama | Horror","Wilson Louis (screenplay) | Wilson Louis (story) | Mamta Patnaik (story)","Aditya Srivastava | Swini Khara | Aditya Lakhia | Raj Arjun","Wilson Louis","0",1
"318","Kaante","20-Dec-02","2.04","5.87","10.38","20.45","tt0294662","#N/A",2002,"20-Dec-02","Action | Crime | Drama","Sanjay Gupta | Vinay | Yash | Milap Zaveri (dialogue)","Amitabh Bachchan | Sanjay Dutt | Sunil Shetty | Mahesh Manjrekar","Sanjay Gupta","0",3
"319","Kabhi Alvida Naa Kehna","11-Aug-06","5.18","16.62","27.79","44.41","tt0449999","#N/A",2006,"11-Aug-06","Drama","Karan Johar (story) | Shibani Bathija (screenplay) | Karan Johar (screenplay) | Niranjan Iyengar (dialogue)","Shah Rukh Khan | Rani Mukerji | Amitabh Bachchan | Preity Zinta","Karan Johar","0",5
"320","Kabul Express","15-Dec-06","1.49","4.87","7.21","11.7","tt0770214","#N/A",2006,"15-Dec-06","Action | Comedy | Drama","Kabir Khan | Sandeep Srivastava (additional dialogue)","John Abraham | Arshad Warsi | Salman Shahid | Hanif Hum Ghum","Kabir Khan","0",2
"321","Kaccha Limboo","18-02-2011","0N.A","0N.A","0N.A","0.06","tt1836015","#N/A",2011,"18-Feb-11","Comedy | Family","Sagar Ballary | Jyoti Kapoor (dialogue) | Manaswini Lata Ravindra","Bhairavi Goswami | Iravati Harshe | Chinmay Kambli | Rajesh Khattar","Sagar Ballary","0",1
"322","Kahaani","09-Mar-12","2.95","13.83","24.15","51.55","tt1821480","#N/A",2012,"09-Mar-12","Drama | Mystery | Thriller","Sujoy Ghosh (screenplay) | Sujoy Ghosh (story) | Advaita Kala (story) | Suresh Nair (additional screenplay) | Ritesh Shah (dialogue) | Nikhil Vyas (additional screenplay)","Vidya Balan | Parambrata Chatterjee | Dhritiman Chatterjee | Saswata Chatterjee","Sujoy Ghosh","0",6
"323","Kahin Hai Mera Pyar","01-May-14","N.A.","N.A.","0.07","0.07","tt3585758","#N/A",2014,"01-May-14","Drama | Musical | Romance","Mahesh Vaijnath Doijode (story) | Mahesh Vaijnath Doijode | Mahesh Vaijnath Doijode","Gajendra Chouhan | Shroff Jackie | Sanjay Kapoor | Sonia Mann","Mahesh Vaijnath Doijode","0",1
"324","Kajraare","15-10-2010","N.A.","N.A.","N.A.","0.01","tt1633212","#N/A",2010,"15-Oct-10","Crime | Drama | Romance","Mahesh Bhatt | Shagufta Rafique (dialogue) | Sameer (lyrics)","Himesh Reshammiya | Sara Loren | Amrita Singh | Gulshan Grover","Pooja Bhatt","0",1
"325","Kal Ho Naa Ho","28-11-2003","2.17","6.71","12.45","38.55","tt0347304","#N/A",2003,"28-Nov-03","Comedy | Drama | Romance","Niranjan Iyengar (dialogue) | Karan Johar (screenplay) | Karan Johar (story)","Shah Rukh Khan | Preity Zinta | Saif Ali Khan | Jaya Bhaduri","Nikhil Advani | Ron Reid Jr.","0",6
"326","Kal Kissne Dekha","12-06-2009","1.03","3.34","4.75","5.67","tt1324078","#N/A",2009,"12-Jun-09","Action | Crime | Romance","Sudhanshu Dube (screenplay) | Shyam Goel (screenplay) | Sameer (lyrics) | Vivek Sharma","Brahim Achabbakhe | Jacky Bhagnani | Nushrat Bharucha | David Bueno","Vivek Sharma","0",1
"327","Kalyug","09-12-2005","0.68","1.97","3.18","7.21","tt0499041","#N/A",2005,"09-Dec-05","Action | Crime | Drama","Jay Dixit (dialogue) | Anand Sivakumaran (screenplay) | Mohit Suri (story)","Kunal Khemu | Deepal Shaw | Smiley Suri | Atul Parchure","Mohit Suri","0",5
"328","Kamaal Dhamaal Malamaal","28-Sep-12","1.19","6.36","5.54","5.87","tt2278422","#N/A",2012,"28-Sep-12","Comedy","N/A","Asrani | Madhurima Banerjee | Shakti Kapoor | Pratima Kazmi","Priyadarshan","1",1
"329","Kambakkht Ishq","03-07-2009","7.42","22.62","33.1","47.09","tt1144804","#N/A",2009,"03-Jul-09","Action | Comedy | Romance","Sabir Khan (screenplay) | Ishita Moitra (screenplay) | Anvita Dutt Guptan (dialogue) | Kiran Kotrial (screenplay)","Sylvester Stallone | Brandon Routh | Denise Richards | Whoopi Goldberg","Sabir Khan","0",4
"330","Karam","12-03-2005","0.77","2.22","3.41","4.95","tt0444849","#N/A",2005,"11-Mar-05","Crime | Thriller","Suparn Verma (story)","John Abraham | Priyanka Chopra | Bharat Dabholkar | Vishwajeet Pradhan","Sanjay F. Gupta","0",2
"331","Karle Pyaar Karle","17-Jan-14","0.3","0.7","1.17","1.24","tt3465488","#N/A",2014,"17-Jan-14","Action | Romance","Suneel Darshan","Shiv Darshan | Hasleen Kaur | Aham Sharma | Tanya Malik","Rajesh Pandey","0",1
"332","Karthik Calling Karthik","26-02-2010","0N.A","8.92","14.27","26.92","tt1373156","#N/A",2010,"26-Feb-10","Drama | Romance | Thriller","Vijay Lalwani (story)","Farhan Akhtar | Deepika Padukone | Ram Kapoor | Vivan Bhatena","Vijay Lalwani","0",2
"333","Karzzzz","17-Oct-08","2.05","6.24","9.06","10.34","tt1156148","#N/A",2008,"17-Oct-08","Action | Drama | Musical","Shiraz Ahmed (screenplay) | Sameer (lyrics)","Himesh Reshammiya | Urmila Matondkar | Shweta Kumar | Dino Morea","Satish Kaushik","0",1
