Column1,�..Movie.Name,Release.Date,Opening.Day,Opening.Weekend,End.of.Week.1,Lifetime..India.Only..Net.Collection.Crores.in.Release.Year.,�..imdbId,releaseYear,releaseDate,genre,writers,actors,directors,sequel,FirstWeekIMDBRating
68,Awara Paagal Deewana,21-06-2002,1.53,4.43,7.66,16.02,tt0319020,2002,21-Jun-02,Action | Comedy | Crime,Anand S. Vardhan (story) | Mangesh Kulkarni (story) | Anand S. Vardhan (screenplay) | Mangesh Kulkarni (screenplay) | Neeraj Vora (dialogue),Akshay Kumar | Sunil Shetty | Aftab Shivdasani | Preeti Jhangiani,Vikram Bhatt,0,4
176,Dhol,21-Sep-07,1.72,5.56,8.96,16.06,tt0995035,2007,14-Sep-07,Comedy,Manisha Korde (screenplay),Sharman Joshi | Tusshar Kapoor | Kunal Khemu | Rajpal Yadav,Priyadarshan,0,4
612,Swades,17-Dec-04,1.63,5.15,8.28,16.31,tt0367110,2004,17-Dec-04,Drama,M.G. Sathya (story) | Ashutosh Gowariker (story) | Ashutosh Gowariker (screenplay) | Sameer Sharma (screenplay) | Lalit Marathe (screenplay) | Amin Hajee (screenplay) | Charlotte Whitby-Coles (screenplay) | Yashodeep Nigudkar (screenplay) | Ayan Mukherjee (screenplay) | K.P. Saxena (dialogue),Shah Rukh Khan | Gayatri Joshi | Kishori Balal | Smith Seth,Ashutosh Gowariker,0,2
288,Humraaz,05-07-2002,1.55,4.48,7.7,16.59,tt0326576,2002,26-Jul-02,Action | Musical | Mystery,Shiraz Ahmed (dialogue) | Shiraz Ahmed (screenplay) | Shiraz Ahmed (story) | Shyam Goel (dialogue) | Shyam Goel (screenplay) | Shyam Goel (story),Bobby Deol | Akshaye Khanna | Ameesha Patel | Johnny Lever,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,0,4
289,Humraaz,05-Jul-02,1.55,4.48,7.7,16.59,tt0326576,2002,26-Jul-02,Action | Musical | Mystery,Shiraz Ahmed (dialogue) | Shiraz Ahmed (screenplay) | Shiraz Ahmed (story) | Shyam Goel (dialogue) | Shyam Goel (screenplay) | Shyam Goel (story),Bobby Deol | Akshaye Khanna | Ameesha Patel | Johnny Lever,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,0,4
498,Parineeta,10-06-2005,1.15,3.97,6.77,16.79,tt0437407,2005,10-Jun-05,Drama | Musical | Romance,Saratchandra Chatterjee (novel) | Vidhu Vinod Chopra (screenplay) | Rekha Nigam (dialogue) | Pradeep Sarkar (screenplay),Saif Ali Khan | Vidya Balan | Sanjay Dutt | Dia Mirza,Pradeep Sarkar,0,3
516,Policegiri,05-Jul-13,3.25,8.9,13.67,16.81,tt2861320,2013,05-Jul-13,Action | Comedy | Drama,Farhad (dialogue) | Hari (original story) | K.S. Ravikumar (screenplay) | Sajid (dialogue),Sanjay Dutt | Prachi Desai | Prakash Raj | Om Puri,K.S. Ravikumar,0,2
702,Yuvvraaj,21-Nov-08,2.88,9.02,12.94,16.89,tt1105747,2008,21-Nov-08,Comedy | Drama | Romance,Sachin Bhowmick (screenplay) | Subhash Ghai (story) | Kamlesh Pandey (screenplay),Salman Khan | Anil Kapoor | Zayed Khan | Mithun Chakraborty,Subhash Ghai,0,1
191,Do Knot Disturb,02-10-2009,3.63,9.22,13,16.93,tt1343362,2009,02-Oct-09,Comedy | Drama,Yunus Sajawal (screenplay),Govinda | Sushmita Sen | Ritesh Deshmukh | Lara Dutta,David Dhawan,0,2
83,Bewafaa,25-02-2005,1.93,5.62,8.87,16.97,tt0363472,2005,25-Feb-05,Drama,Dharmesh Darshan,Anil Kapoor | Akshay Kumar | Kareena Kapoor | Sushmita Sen,Dharmesh Darshan,0,3
44,Ajnabee,22-Sep-01,1.65,4.78,8.07,17.04,tt0278291,2001,21-Sep-01,Crime | Mystery | Thriller,Robin Bhatt (screenplay) | Sanjeev Duggal (screenplay) | Shyam Goel (dialogue) | Shyam Goel (screenplay) | Neeraj Vora (screenplay) | Neeraj Vora (story),Akshay Kumar | Bobby Deol | Kareena Kapoor | Bipasha Basu,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,0,4
489,One Two Three,28-Mar-08,2.15,7.53,11.46,17.12,tt1176960,2008,28-Mar-08,Action | Comedy | Drama,Ashwani Dhir (screenplay),Neetu Chandra | Esha Deol | Vrajesh Hirjee | Tusshar Kapoor,Ashwani Dhir,0,4
450,Mujhe Kucch Kehna Hai,25-May-01,0.81,2.46,5.11,17.28,tt0284328,2001,25-May-01,Romance,Rumi Jaffery (story) | A. Karunakaran (story),Tusshar Kapoor | Kareena Kapoor | Amrish Puri | Rinke Khanna,Satish Kaushik,0,7
131,Cheeni Kum,25-May-07,1,3.97,6.75,17.3,tt0976026,2007,25-May-07,Comedy | Romance,R. Balki | Manoj Tapadia,Amitabh Bachchan | Tabu | Paresh Rawal | Zohra Segal,R. Balki,0,5
70,Baabul,06-Dec-06,2.23,6.88,10.81,17.32,tt0419468,2006,08-Dec-06,Drama | Family | Romance,Ravi Chopra (story) | Achala Nagar | Sameer (lyrics),Amitabh Bachchan | Salman Khan | Hema Malini | John Abraham,Ravi Chopra,0,2
16,Aankhen,05-04-2002,1.2,3.63,6.67,17.48,tt0306434,2002,27-Mar-02,Comedy | Thriller | Crime,Shobhana Desai (play) | Aatish Kapadia (screenplay) | Aatish Kapadia (story) | Aatish Kapadia | Vipul Amrutlal Shah (screenplay) | Vipul Amrutlal Shah (story),Amitabh Bachchan | Akshay Kumar | Sushmita Sen | Arjun Rampal,Vipul Amrutlal Shah,0,4
17,Aankhen,05-Apr-02,1.2,3.63,6.67,17.48,tt0306434,2002,27-Mar-02,Comedy | Thriller | Crime,Shobhana Desai (play) | Aatish Kapadia (screenplay) | Aatish Kapadia (story) | Aatish Kapadia | Vipul Amrutlal Shah (screenplay) | Vipul Amrutlal Shah (story),Amitabh Bachchan | Akshay Kumar | Sushmita Sen | Arjun Rampal,Vipul Amrutlal Shah,0,4
39,Aisha,06-08-2010,3.65,13.43,17.4,17.55,tt1509732,2010,06-Aug-10,Comedy | Drama | Romance,Jane Austen (novel) | Devika Bhagat (screenplay) | Devika Bhagat (dialogue) | Ritu Bhatia (dialogue) | Manu Rishi Chadha (dialogue),Sonam Kapoor | Abhay Deol | Amrita Puri | Cyrus Sahukar,Rajshree Ojha,0,2
109,Break Ke Baad,26-11-2010,3,10.5,15,17.64,tt1578261,2010,26-Nov-10,Comedy | Drama | Romance,Danish Aslam (story) | Vishal Dadlani (lyrics) | Prasoon Joshi (lyrics) | Renuka Kunzru (story),Deepika Padukone | Imran Khan | Lillete Dubey | Shahana Goswami,Danish Aslam,0,2
6,7 Khoon Maaf,18-02-2011,3.3,11.53,15.5,17.69,tt1629376,2011,18-Feb-11,Drama | Mystery | Thriller,Ruskin Bond (short story) | Matthew Robbins (screenplay) | Vishal Bhardwaj (screenplay) | Gulzar (lyrics) | Ajinkya Iyer (lyrics),Priyanka Chopra | Vivaan Shah | Manuj Bhaskar | Sanjay Verma,Vishal Bhardwaj,0,2
147,Creature,12-Sep-14,3.24,11.36,17.7,17.7,tt3619854,2014,12-Sep-14,Horror | Sci-Fi,Vikram Bhatt (story) | Vikram Bhatt (screenplay) | Sukhmani Sadana (screenplay) | Girish Dhamija (dialogue),Bipasha Basu | Imran Abbas | Mukul Dev | Deepraj Rana,Vikram Bhatt,0,2
137,Chori Chori Chupke Chupke,09-Mar-01,1.14,3.48,6.5,18.35,tt0256692,2001,09-Mar-01,Drama | Musical | Romance,Shyam Goel (screenplay) | Javed Siddiqui (dialogue) | Neeraj Vora (story),Preity Zinta | Salman Khan | Rani Mukerji | Amrish Puri,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,0,5
121,Chakravyuh,24-Oct-12,2.2104,12.25,16.75,18.42,tt2292625,2012,24-Oct-12,Drama | Thriller | War,Prakash Jha | Sagar Pandya | Anjum Rajabali,Arjun Rampal | Abhay Deol | Manoj Bajpayee | Esha Gupta,Prakash Jha,0,2
116,Cash,03-Aug-07,3.73,11.08,15.9,18.57,tt0872190,2007,03-Aug-07,Action | Drama | Thriller,Vishal Dadlani (lyrics) | Panchhi Jalonvi (lyrics) | Anubhav Sinha (dialogues) | Vinay (story) | Yash (story),Ajay Devgn | Sunil Shetty | Zayed Khan | Ritesh Deshmukh,Anubhav Sinha,0,2
321,Jodi No.1,13-Apr-01,1.15,3.41,6.57,18.9,tt0278522,2001,13-Apr-01,Comedy,Rumi Jaffery (dialogue) | Imtiaz Patel (screenplay) | Yunus Sajawal (screenplay),Sanjay Dutt | Govinda | Twinkle Khanna | Monica Bedi,David Dhawan,0,6
328,Kaal,29-04-2005,2.71,7.53,11.45,19.09,tt0415908,2005,29-Apr-05,Thriller | Adventure | Mystery,Soham Shah (dialogue) | Soham Shah (screenplay) | Soham Shah (story),Ajay Devgn | Vivek Oberoi | John Abraham | Lara Dutta,Soham Shah,0,4
256,Happy Ending,21-Nov-14,3.75,13,19.05,19.44,tt3017412,2014,21-Nov-14,Comedy | Romance,Raj Nidimoru (story) | Krishna D.K. (story) | Sita Menon (story) | Raj Nidimoru (screenplay) | Krishna D.K. (screenplay) | Sita Menon (screenplay) | Hussain Dalal (dialogue),Saif Ali Khan | Ileana | Kalki Koechlin | Ranvir Shorey,Krishna D.K. | Raj Nidimoru,0,1
662,Ungli,28-Nov-14,3.6,12.8,19.15,19.47,tt3362728,2014,05-Dec-14,Comedy | Drama | Thriller,Renzil D'Silva (story) | Milap Zaveri (dialogue),Emraan Hashmi | Kangana Ranaut | Sanjay Dutt | Randeep Hooda,Renzil D'Silva,0,1
368,Krazzy 4,11-Apr-08,2.73,8.96,13.59,19.59,tt1182908,2008,11-Apr-08,Action | Comedy | Crime,Ashwani Dhir (screenplay) | Rakesh Roshan (story),Juhi Chawla | Irrfan Khan | Arshad Warsi | Rajpal Yadav,Jaideep Sen,0,4
584,Shanghai,08-Jun-12,3.35,12.1,17.5,19.73,tt2072227,2012,08-Jun-12,Crime | Thriller,Vasilis Vasilikos (adapted from the novel 'Z' by) | Urmi Juvekar (screenplay) | Dibakar Banerjee (screenplay),Emraan Hashmi | Abhay Deol | Prasenjit Chatterjee | Kalki Koechlin,Dibakar Banerjee,0,2
181,Dil Chahta Hai,10-Aug-01,0.9,2.77,5.73,20.02,tt0292490,2001,24-Jul-01,Comedy | Drama,Farhan Akhtar (story) | Kassim Jagmagia (story),Aamir Khan | Saif Ali Khan | Akshaye Khanna | Preity Zinta,Farhan Akhtar,0,4
630,Tere Naal Love Ho Gaya,24-Feb-12,1.9,7.8,13,20.08,tt2130242,2012,24-Feb-12,Comedy | Romance,Abhijeet Sandhu,Ritesh Deshmukh | Genelia D'Souza | Om Puri | Tinnu Anand,Mandeep Kumar,0,3
640,The Lunchbox,20-Sep-13,1.25,7.1,11.62,20.19,tt2350496,2013,20-Sep-13,Drama | Romance,Ritesh Batra (screenplay) | Vasan Bala (hindi dialogue writer),Irrfan Khan | Nimrat Kaur | Nawazuddin Siddiqui | Lillete Dubey,Ritesh Batra,0,4
431,Masti,09-Apr-04,1.8,5.47,9.13,20.28,tt0406977,2004,09-Apr-04,Comedy | Crime | Mystery,Milap Zaveri (screenplay) | Tushar Hiranandani (screenplay) | Milap Zaveri (dialogue),Aftab Shivdasani | Vivek Oberoi | Ritesh Deshmukh | Amrita Rao,Indra Kumar,0,6
280,Hulchul,26-Nov-04,1.5,4.65,8.32,20.29,tt0437238,2004,26-Nov-04,Action | Comedy | Drama,K.P. Saxena (dialogue) | Siddique (story) | Neeraj Vora (screenplay),Akshaye Khanna | Kareena Kapoor | Sunil Shetty | Paresh Rawal,Priyadarshan,0,6
610,Sunday,25-Jan-08,2.31,7.78,12.03,20.3,tt1039989,2008,25-Jan-08,Action | Comedy | Romance,Robin Bhatt (screenplay) | Robin Bhatt (story) | Tushar Hiranandani (screenplay) | Sajid (dialogue) | K. Subhash (screenplay),Ajay Devgn | Ayesha Takia | Arshad Warsi | Irrfan Khan,Rohit Shetty,0,2
330,Kaante,20-12-2002,2.04,5.87,10.38,20.45,tt0294662,2002,20-Dec-02,Action | Crime | Drama,Sanjay Gupta | Vinay | Yash | Milap Zaveri (dialogue),Amitabh Bachchan | Sanjay Dutt | Sunil Shetty | Mahesh Manjrekar,Sanjay Gupta,0,3
331,Kaante,20-Dec-02,2.04,5.87,10.38,20.45,tt0294662,2002,20-Dec-02,Action | Crime | Drama,Sanjay Gupta | Vinay | Yash | Milap Zaveri (dialogue),Amitabh Bachchan | Sanjay Dutt | Sunil Shetty | Mahesh Manjrekar,Sanjay Gupta,0,3
356,Kidnap,02-Oct-08,4.88,9.89,15.84,20.5,tt1034449,2008,02-Oct-08,Crime | Drama | Thriller,Vijayvargiya Anshul (additional dialogue) | Yatharth Awasthi (additional dialogue) | Shibani Bathija (story) | Shibani Bathija | Sanjay Gadhvi (dialogue) | Mayur Puri (lyrics) | Sandeep Vyas (lyrics) | Sanjeev Vyas (lyrics),Sanjay Dutt | Imran Khan | Minissha Lamba | Vidya Malvade,Sanjay Gadhvi,0,2
126,Chance Pe Dance,15-01-2010,2.4744,6,9.55,20.62,tt1392744,2010,15-Jan-10,Comedy | Drama | Romance,Nupur Asthana (screenplay) | Manu Rishi Chadha (additional dialogue) | Ken Ghosh (screenplay) | Kiran Kotrial (dialogues) | Irfan Siddiqui (lyrics),Shahid Kapoor | Genelia D'Souza | Mohnish Bahl | Satish Shah,Ken Ghosh,0,2
564,Saawariya,11-Sep-07,3,11.23,16.86,20.92,tt0758053,2007,09-Nov-07,Drama | Musical | Romance,Fyodor Dostoevsky (story) | Prakash Kapadia | Vibhu Puri (additional screenplay & dialogue) | Shailey Sharma (additional screenplay & dialogue),Ranbir Kapoor | Sonam Kapoor | Salman Khan | Rani Mukerji,Sanjay Leela Bhansali,0,1
656,U Me Aur Hum,11-Apr-08,2.21,7.59,12.08,20.98,tt1039995,2008,11-Apr-08,Comedy | Drama | Romance,Robin Bhatt (screenplay) | Ajay Devgn (story) | Ashwani Dhir (dialogue) | Sutanu Gupta (screenplay) | Akarsh Khurana (screenplay),Ajay Devgn | Kajol | Sumeet Raghvan | Divya Dutta,Ajay Devgn,0,2
409,Luck,24-07-2009,3.71,11.18,16.49,21.03,tt1242782,2009,31-Jul-09,Action | Adventure | Drama,Renzil D'Silva (screenplay) | Soham Shah (dialogue) | Soham Shah (screenplay) | Soham Shah (story),Mithun Chakraborty | Sanjay Dutt | Imran Khan | Ravi Kishan,Soham Shah,0,2
282,Hum Tum,28-May-04,1.23,4.04,7.49,21.64,tt0378072,2004,28-May-04,Drama | Romance | Comedy,Siddharth Anand (screenplay) | Kunal Kohli,Saif Ali Khan | Rani Mukerji | Kiron Kher | Rati Agnihotri,Kunal Kohli,0,6
678,We Are Family,02-09-2010,2.7,14.2,17.86,21.64,tt1428459,2010,10-Sep-10,Drama | Family,Niranjan Iyengar (dialogue),Kareena Kapoor | Kajol | Arjun Rampal | Amrita Prakash,Siddharth Malhotra,0,2
643,Thoda Pyaar Thoda Magic,27-Jun-08,3.34,11.52,16.85,21.67,tt1191138,2008,28-Jun-08,Comedy | Drama | Family,Rohena Gera (screenplay) | Kunal Kohli (story),Rishi Kapoor | Saif Ali Khan | Rani Mukerji | Akshat Chopra,Kunal Kohli,0,2
474,Nautanki Saala!,12-Apr-13,3.25,13.25,19,21.7,tt2341766,2013,12-Apr-13,Comedy,BenoÃ®t Graffin (original story) | Pierre Salvadori (original story) | Nipun Dharmadhikari (screenplay) | Rohan Sippy (screenplay) | Charudutt Acharya (screenplay),Ayushmann Khurrana | Kunaal Roy Kapur | Pooja Salvi | Gaelyn Mendonca,Rohan Sippy,0,3
387,Lafangey Parindey,20-08-2010,2.6124,10.5,17.25,21.77,tt1606267,2010,20-Aug-10,Crime | Drama | Romance,Swanand Kirkire (lyrics) | Gopi Puthran (story),Neil Nitin Mukesh | Deepika Padukone | Vijay Adhav | Manish Chaudhary,Pradeep Sarkar,0,3
566,Saheb Biwi Aur Gangster Returns,08-Mar-13,3.5,12.75,18.25,21.95,tt2362778,2013,08-Mar-13,Action | Crime | Drama,Tigmanshu Dhulia (screenplay) | Tigmanshu Dhulia (story) | Kamal Pandey (story),Raj Babbar | Mahie Gill | Mugdha Godse | Rajiv Gupta,Tigmanshu Dhulia,1,3
62,Apne,29-Jun-07,1.89,6.22,10.34,22.07,tt0814014,2007,29-Jun-07,Drama | Sport,Neeraj Pathak (screenplay) | Neeraj Pathak (story),Dharmendra | Sunny Deol | Bobby Deol | Shilpa Shetty,Anil Sharma,0,4
65,Aurangzeb,17-May-13,3.92,12.86,19.6,22.35,tt2804026,2013,17-May-13,Action | Drama | Thriller,Atul Sabharwal (script),Arjun Kapoor | Prithviraj Sukumaran | Jackie Shroff | Rishi Kapoor,Atul Sabharwal,0,2
324,Joker,31-Aug-12,5,15.75,21,22.51,tt1918886,2012,31-Aug-12,Comedy | Sci-Fi,Shirish Kunder (dialogue) | Shirish Kunder (screenplay) | Shirish Kunder (story),Asrani | Avtar Gill | Gurpreet Guggi | Greg Heffernan,Shirish Kunder,0,1
568,Salaam-E-Ishq,26-Jan-07,4.19,11.15,16.26,22.68,tt0485272,2007,25-Jan-07,Comedy | Drama | Musical,Nikhil Advani (screenplay) | Nikhil Advani (story) | Suresh Nair (screenplay) | Saurabh Shukla (script),Salman Khan | Priyanka Chopra | Anil Kapoor | Juhi Chawla,Nikhil Advani,0,1
436,Mere Baap Pehle Aap,13-Jun-08,2.77,9.96,15.27,22.71,tt1170404,2008,13-Jun-08,Comedy | Drama | Romance,Manisha Korde (dialogue) | Priyadarshan (story) | Kalavur Ravikumar (story) | Sameer (lyrics),Paresh Rawal | Akshaye Khanna | Genelia D'Souza | Om Puri,Priyadarshan,0,3
359,Kismat Konnection,18-Jul-08,3.41,11.45,16.81,22.77,tt1105733,2008,18-Jul-08,Comedy | Drama | Romance,Sanjay Chhel | Sai Kabir (screenplay) | Ashish Kariya (dialogue) | Rahila Mirza (story) | Vibha Singh (screenplay),Shahid Kapoor | Vidya Balan | Vishal Malhotra | Om Puri,Aziz Mirza,0,2
642,The Xpose,16-May-14,2.97,10.97,18.61,22.77,tt3645014,2014,16-May-14,Thriller,Himesh Reshammiya (story) | Jainesh Ejardar (screenplay) | Himesh Reshammiya (screenplay) | Bunty Rathore (dialogue),Himesh Reshammiya | Yo Yo Honey Singh | Irrfan Khan | Zoya Afroz,Anant Mahadevan,0,2
456,Murder 3,15-Feb-13,4.52,13.31,20.95,22.88,tt2429640,2013,15-Feb-13,Thriller,"Mahesh Bhatt | Hatem Khraiche (original film ""La Cara Oculta"") | Amit Masurkar (additional screenplay)",Randeep Hooda | Aditi Rao Hydari | Sara Loren | Rajesh Shringarpore,Vishesh Bhatt,1,2
95,Billu,13-02-2009,3.78,12.05,17.53,22.92,tt1230448,2009,13-Feb-09,Comedy | Drama,Manisha Korde (dialogue) | Priyadarshan (screenplay) | Mushtaq Sheikh (screenplay) | Sreenivasan (story),Irrfan Khan | Shah Rukh Khan | Lara Dutta | Om Puri,Priyadarshan,0,2
5,36 China Town,05-May-06,2.57,7.55,11.93,23.05,tt0477252,2006,21-Apr-06,Comedy | Mystery | Thriller,Shyam Goel (story) | Jitendra Parmar (dialogue) | Anurag Prapanna (dialogue),Akshaye Khanna | Kareena Kapoor | Shahid Kapoor | Paresh Rawal,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,0,5
98,Black,04-02-2005,1.03,3.43,6.47,23.19,tt0375611,2005,04-Feb-05,Drama,Sanjay Leela Bhansali (screenplay) | Bhavani Iyer (English dialogue) | Bhavani Iyer (screenplay) | Prakash Kapadia (screenplay),Amitabh Bachchan | Rani Mukerji | Shernaz Patel | Ayesha Kapoor,Sanjay Leela Bhansali,0,4
487,Omkara,28-Jul-06,2.78,8.43,13.22,23.22,tt0488414,2006,28-Jul-06,Action | Crime | Drama,Vishal Bhardwaj (screenplay) | Robin Bhatt (screenplay) | Abhishek Chaubey (screenplay) | Vishal Bhardwaj (dialogue) | William Shakespeare (play),Ajay Devgn | Kareena Kapoor | Saif Ali Khan | Konkona Sen Sharma,Vishal Bhardwaj,0,2
198,Dus,08-07-2005,2.92,8.22,12.82,23.29,tt0415768,2005,08-Jul-05,Action | Crime | Thriller,Anubhav Sinha (dialogue) | Vinay | Yash,Sanjay Dutt | Sunil Shetty | Abhishek Bachchan | Zayed Khan,Anubhav Sinha,0,4
180,Dil Bole Hadippa!,18-09-2009,3.42,11.82,17.59,23.35,tt1202540,2009,18-Sep-09,Comedy | Drama | Sport,Aparajita | Jaya,Shahid Kapoor | Rani Mukerji | Anupam Kher | Dalip Tahil,Anurag Singh,0,2
392,Lakshya,18-Jun-04,2.3,6.92,11.67,23.56,tt0323013,2004,18-Jun-04,War | Drama | Romance,Javed Akhtar (dialogue) | Javed Akhtar (screenplay) | Javed Akhtar (story) | Karan Kashyap (dialogue supervisor),Amitabh Bachchan | Hrithik Roshan | Preity Zinta | Sharad S. Kapoor,Farhan Akhtar,0,2
92,Bhoothnath,09-May-08,2.45,8.64,13.62,23.89,tt0991346,2008,09-May-08,Comedy | Drama | Fantasy,Sudhanshu Dube (screenplay) | Vivek Sharma (screenplay),Amitabh Bachchan | Juhi Chawla | Satish Shah | Rajpal Yadav,Vivek Sharma,0,4
297,Indian,26-Oct-01,1.8,5.16,9.08,24.22,tt0300028,2001,26-Oct-01,Action | Crime | Drama,Sanjay Masoom (dialogue),Malaika Arora | Raj Babbar | Rana Jung Bahadur | Balwant Bansal,N. Maharajan,0,6
273,Heyy Babyy,24-Aug-07,4.77,15.17,0N.A,24.48,tt0806088,2007,24-Aug-07,Comedy | Drama,Sajid Khan (story) | Sajid Khan (screenplay) | Milap Zaveri (screenplay) | Renuka Kunzru (screenplay) | Milap Zaveri (dialogue),Akshay Kumar | Vidya Balan | Fardeen Khan | Ritesh Deshmukh,Sajid Khan,0,6
215,F.A.L.T.U,01-04-2011,4.4,13,17.25,24.57,tt1667076,2011,01-Apr-11,Comedy | Drama,Vipul Binjola (additional dialogue) | Tushar Hiranandani (screenplay) | Aakash Kaushik (additional dialogue) | Mayur Puri (additional dialogue) | Mayur Puri (screenplay) | Sameer (lyrics) | Sameer Sharma (additional dialogue) | Rishi Virmani (additional dialogue),Ritesh Deshmukh | Jacky Bhagnani | Puja Gupta | Chandan Roy Sanyal,Remo,0,4
480,No One Killed Jessica,07-01-2011,3.25,13.1,20.7,24.72,tt1734110,2011,07-Jan-11,Crime | Drama | Thriller,Amitabh Bhattacharya (lyrics) | Raj Kumar Gupta (story),Rani Mukerji | Vidya Balan | Myra Karn | Neil Bhoopalam,Raj Kumar Gupta,0,5
352,Khoobsurat,19-Sep-14,2.74,11.53,19.11,24.75,tt3554418,2014,19-Sep-14,Comedy | Romance,D.N. Mukherjee (original story) | Indira Bisht (screenplay) | Juhi Chaturvedi (dialogue),Ashok Banthia | Rishabh Chaddha | Badrul Islam | Simran Jehani,Shashanka Ghosh,0,3
571,Sarkar,07-01-2005,2.43,6.86,11.57,24.84,tt0432047,2005,01-Jul-05,Action | Crime | Drama,Manish Gupta,Amitabh Bachchan | Abhishek Bachchan | Kay Kay Menon | Supriya Pathak,Ram Gopal Varma,0,5
238,Go Goa Gone,10-May-13,3.75,12.9,19.92,25.16,tt2436516,2013,10-May-13,Action | Adventure | Comedy,Krishna D.K. (story) | Kunal Khemu (dialogue) | Sita Menon (dialogue) | Sita Menon (story) | Raj Nidimoru (story) | Raja Sen (additional dialogue),Saif Ali Khan | Kunal Khemu | Vir Das | Anand Tiwari,Krishna D.K. | Raj Nidimoru,0,2
556,Rock On!!,29-Aug-08,1.66,6.02,9.59,25.3,tt1230165,2008,29-Aug-08,Drama | Music,Farhan Akhtar (dialogue) | Pubali Chaudhuri (screenplay) | Abhishek Kapoor (story),Arjun Rampal | Farhan Akhtar | Luke Kenny | Purab Kohli,Abhishek Kapoor,0,4
149,Daawat-e-Ishq,19-Sep-14,3.72,13.6,20.43,25.5,tt3398052,2014,19-Sep-14,Comedy | Drama | Romance,Habib Faisal | Jyoti Kapoor,Aditya Roy Kapoor | Parineeti Chopra | Anupam Kher,Habib Faisal,0,2
425,Maine Pyaar Kyun Kiya,15-07-2005,2.4,6.95,11.56,25.69,tt0451803,2005,15-Jul-05,Comedy | Drama | Romance,Sanjay Chhel (dialogues) | Rumi Jaffery (screenplay) | Sameer (lyrics),Salman Khan | Sushmita Sen | Katrina Kaif | Sohail Khan,David Dhawan,0,5
631,Teri Meri Kahaani,22-Jun-12,5.25,16.75,23,25.75,tt2354407,2012,22-Jun-12,Drama | Romance,Robin Bhatt (screenplay) | Kunal Kohli (story) | Surabhi Rumbles (screenplay),Shahid Kapoor | Priyanka Chopra | Prachi Desai | Neha Sharma,Kunal Kohli,0,2
347,Khakee,23-Jan-04,2.05,6.1,10.81,25.79,tt0347332,2004,23-Jan-04,Action | Drama,Shridhar Raghavan | Rajkumar Santoshi (dialogue) | Rajkumar Santoshi,Amitabh Bachchan | Akshay Kumar | Ajay Devgn | Aishwarya Rai Bachchan,Rajkumar Santoshi,0,4
209,Ek Thi Daayan,19-Apr-13,6.24,18.07,25.8,25.8,tt2406676,2013,18-Apr-13,Horror | Romance | Thriller,Vishal Bhardwaj (dialogue) | Vishal Bhardwaj (story) | Matthew Robbins (script collaborator) | Mukul Sharma (story),Emraan Hashmi | Konkona Sen Sharma | Kalki Koechlin | Huma Qureshi,Kannan Iyer,0,3
569,Salaam Namaste,09-09-2005,2.15,6.84,11.49,26.2,tt0456165,2005,09-Sep-05,Comedy | Drama | Romance,Siddharth Anand (screenplay) | Abbas Tyrewala (dialogue),Saif Ali Khan | Preity Zinta | Arshad Warsi | Tania Zaetta,Siddharth Anand,0,6
218,Fashion,29-Oct-08,2.44,6.78,14.4,26.46,tt0964516,2008,29-Oct-08,Drama | Romance,Ajay Monga (story) | Madhur Bhandarkar (story) | Niranjan Iyengar (dialogue) | Anuradha Tiwari (story) | Sandeep Nath (lyrics) | Irfan Siddiqui (lyrics),Priyanka Chopra | Kangana Ranaut | Mugdha Godse | Arbaaz Khan,Madhur Bhandarkar,0,4
537,Raja Natwarlal,29-Aug-14,6.1,17.4,25.88,26.83,tt3483712,2014,29-Aug-14,Drama | Thriller,Parveez Sheikh (story) | Sanjay Masoom (dialogue),Mohammed Zeeshan Ayyub | Tarun Dudeja | Emraan Hashmi | Narendra Jetley,Kunal Deshmukh,0,2
426,Malamaal Weekly,10-Mar-06,1.73,5.91,10.26,26.89,tt0476805,2006,10-Mar-06,Comedy | Drama | Romance,Manisha Korde (dialogue) | Priyadarshan (screenplay) | Priyadarshan (story) | Chandu Shah (story),Paresh Rawal | Om Puri | Ritesh Deshmukh | Reema Sen,Priyadarshan,0,7
344,Karthik Calling Karthik,26-02-2010,3.4996,8.92,14.27,26.92,tt1373156,2010,26-Feb-10,Drama | Romance | Thriller,Vijay Lalwani (story),Farhan Akhtar | Deepika Padukone | Ram Kapoor | Vivan Bhatena,Vijay Lalwani,0,2
376,Kurbaan,20-11-2009,3.5217,11.43,17.34,27.09,tt1185442,2009,20-Nov-09,Action | Crime | Drama,Renzil D'Silva (screenplay) | Niranjan Iyengar (dialogues) | Karan Johar (story) | Anurag Kashyap (dialogues) | Irfan Siddiqui (lyrics),Kareena Kapoor | Saif Ali Khan | Om Puri | Vivek Oberoi,Renzil D'Silva,0,2
261,Hate Story 2,18-Jul-14,5.46,15.85,25.6,27.16,tt3619772,2014,18-Jul-14,Drama | Romance | Thriller,Madhuri Banerjee (screenplay) | Girish Dhamija (dialogue),Sushant Singh | Surveen Chawla | Jay Bhanushali | Siddharth Kher,Vishal Pandya,2,4
